deviceid,signalsid,signalname,alarmlevel,signalnumber,nmalarmid
100100000000008,008042,温度过高告警,2,000,601-008-1-008042
100100000000008,008043,即将停机告警,1,000,601-008-1-008043
100100000000008,008044,温感器故障告警,3,000,601-008-1-008044
100100000000008,008045,并机系统故障告警,2,000,601-008-1-008045
100100000000008,008046,电池接触器故障告警,3,000,601-008-1-008046
100100000000008,008047,充电器故障告警,3,000,601-008-1-008047
100100000000008,008048,其他告警,4,000,601-008-1-008048
100100000000008,008049,电池工作状态告警,3,000,601-008-1-008049
100100000000008,008050,模块XX关机状态告警,2,000,601-008-1-008050
100100000000008,008051,输出断路器关闭告警,2,000,601-008-1-008051
100100000000008,008052,电池断路器断开告警,2,000,601-008-1-008052
100100000000008,008053,静态开关故障告警,2,000,601-008-1-008053
100100000000008,008054,整流器输入断路器断开告警,2,000,601-008-1-008054
100100000000108,008318,输出相电流Ia,2,000,
100100000000108,008319,输出相电流Ib,4,000,
100100000000108,008320,输出相电流Ic,4,000,
100100000000108,008001,输入中断告警,2,000,601-008-1-008001
100100000000108,008002,输入相电压Ux过高告警,3,000,601-008-1-008002
100100000000108,008003,输入相电压Ux过低告警,2,000,601-008-1-008003
100100000000108,008004,输入频率超限告警,3,000,601-008-1-008004
100100000000108,008005,输入线电压Uxx过高告警,3,000,601-008-1-008005
100100000000108,008006,输入线电压Uxx过低告警,2,000,601-008-1-008006
100100000000108,008010,输出相电压Ux过高告警,3,000,601-008-1-008010
100100000000108,008011,输出相电压Ux过低告警,1,000,601-008-1-008011
100100000000108,008012,输出中断告警,1,000,601-008-1-008012
100100000000108,008013,输出频率超限告警,3,000,601-008-1-008013
100100000000108,008014,输出电流过载告警,3,000,601-008-1-008014
100100000000108,008015,输出线电压Uxx过高告警,3,000,601-008-1-008015
100100000000108,008016,输出线电压Uxx过低告警,2,000,601-008-1-008016
100100000000108,008020,旁路故障告警,2,000,601-008-1-008020
100100000000108,008021,旁路不可用告警,2,000,601-008-1-008021
100100000000108,008023,旁路运行状态告警,1,000,601-008-1-008023
100100000000108,008024,旁路输出线电压Uxx过高告警,2,000,601-008-1-008024
100100000000108,008025,旁路输出线电压Uxx过低告警,2,000,601-008-1-008025
100100000000108,008026,旁路频率超限告警,2,000,601-008-1-008026
100100000000108,008030,整流器故障告警,2,000,601-008-1-008030
100100000000108,008031,逆变器交流电压过高告警,3,000,601-008-1-008031
100100000000108,008032,逆变器交流电压过低告警,1,000,601-008-1-008032
100100000000108,008033,逆变器频率超限告警,3,000,601-008-1-008033
100100000000108,008034,逆变器故障告警,2,000,601-008-1-008034
100100000000108,008040,风扇故障告警,3,000,601-008-1-008040
100100000000108,008041,电池电压低告警,2,000,601-008-1-008041
100100000000108,008042,温度过高告警,2,000,601-008-1-008042
100100000000108,008043,即将停机告警,1,000,601-008-1-008043
100100000000108,008044,温感器故障告警,3,000,601-008-1-008044
100100000000108,008045,并机系统故障告警,2,000,601-008-1-008045
100100000000108,008046,电池接触器故障告警,3,000,601-008-1-008046
100100000000108,008047,充电器故障告警,3,000,601-008-1-008047
100100000000108,008048,其他告警,4,000,601-008-1-008048
100100000000108,008049,电池工作状态告警,3,000,601-008-1-008049
100100000000108,008050,模块XX关机状态告警,2,000,601-008-1-008050
100100000000108,008051,输出断路器关闭告警,2,000,601-008-1-008051
100100000000108,008052,电池断路器断开告警,2,000,601-008-1-008052
100100000000108,008053,静态开关故障告警,2,000,601-008-1-008053
100100000000108,008054,整流器输入断路器断开告警,2,000,601-008-1-008054
100100000000208,008318,输出相电流Ia,2,000,
100100000000208,008319,输出相电流Ib,4,000,
100100000000208,008320,输出相电流Ic,4,000,
100100000000308,008318,输出相电流Ia,2,000,
100100000000308,008319,输出相电流Ib,4,000,
100100000000308,008320,输出相电流Ic,4,000,
100100000000408,008318,输出相电流Ia,2,000,
100100000000408,008319,输出相电流Ib,4,000,
100100000000408,008320,输出相电流Ic,4,000,
100100000000508,008318,输出相电流Ia,2,000,
100100000000508,008319,输出相电流Ib,4,000,
100100000000508,008320,输出相电流Ic,4,000,
100100000000608,008318,输出相电流Ia,2,000,
100100000000608,008319,输出相电流Ib,4,000,
100100000000608,008320,输出相电流Ic,4,000,
100100000000009,009301,分路XX相电流Ia,3,000,
100100000000009,009302,分路XX相电流Ib,4,000,
100100000000009,009303,分路XX相电流Ic,3,000,
100100000000009,009304,分路XX相电压Ua,3,000,
100100000000009,009305,分路XX相电压Ub,3,000,
100100000000009,009306,分路XX相电压Uc,3,000,
100100000000009,009307,分路XX有功功率Pa,3,000,
100100000000009,009308,分路XX有功功率Pb,4,000,
100100000000009,009309,分路XX有功功率Pc,4,000,
100100000000009,009310,分路XX功率因数,4,000,
100100000000009,009311,分路XX频率,2,000,
100100000000009,009312,分路XX有功电能,3,000,
100100000000009,009313,分路XX有功功率P,2,000,
100100000000009,009314,分路XX线电压Uab,2,000,
100100000000009,009315,分路XX线电压Ubc,3,000,
100100000000009,009316,分路XX线电压Uca,3,000,
100100000000009,009317,输入XX线电压Uab,3,000,
100100000000009,009318,输入XX线电压Ubc,3,000,
100100000000009,009319,输入XX线电压Uca,2,000,
100100000000009,009320,输入XX相电压Ua,3,000,
100100000000009,009321,输入XX相电压Ub,2,000,
100100000000009,009322,输入XX相电压Uc,2,000,
100100000000009,009323,输入XX相电流Ia,3,000,
100100000000009,009324,输入XX相电流Ib,2,000,
100100000000009,009325,输入XX相电流Ic,2,000,
100100000000009,009326,输入XX有功功率Pa,3,000,
100100000000009,009327,输入XX有功功率Pb,3,000,
100100000000009,009328,输入XX有功功率Pc,3,000,
100100000000009,009329,输入XX功率因数,3,000,
100100000000009,009330,输入XX频率,3,000,
100100000000009,009331,输入XX有功功率Pa,3,000,
100100000000009,009332,输入XX正向有功电能,4,000,
100100000000009,009333,输入电压畸变率,4,000,
100100000000009,009334,输入总电流畸变率,4,000,
100100000000009,009001,UPS输出屏中断告警,1,000,601-009-1-009001
100100000000009,009002,分路XX中断告警,1,000,601-009-1-009002
100100000000009,009003,输出分路XX相电压Ua过高告警,3,000,601-009-1-009003
100100000000009,009004,输出分路XX相电压Ub过高告警,3,000,601-009-1-009004
100100000000009,009005,输出分路XX相电压Uc过高告警,3,000,601-009-1-009005
100100000000009,009006,输出分路XX相电压Ua过低告警,2,000,601-009-1-009006
100100000000009,009007,输出分路XX相电压Ub过低告警,2,000,601-009-1-009007
100100000000009,009008,输出分路XX相电压Uc过低告警,2,000,601-009-1-009008
100100000000009,009009,输出分路XX相频率超限告警,3,000,601-009-1-009009
100100000000011,011101,开机,2,000,
100100000000011,011102,关机,2,000,
100100000000011,011103,模式选择,3,000,
100100000000011,011104,加湿器开关,3,000,
100100000000011,011201,温度设定,3,000,
100100000000011,011202,湿度设定,2,000,
100100000000011,011203,风量设定,4,000,
100100000000011,011204,告警值设定,2,000,
100100000000011,011301,回风温度,3,000,
100100000000011,011302,回风湿度,3,000,
100100000000011,011303,工作电流,4,000,
100100000000011,011304,压缩机压力,4,000,
100100000000011,011305,室外温度,2,000,
100100000000011,011306,风机相电流Ia,2,000,
100100000000011,011307,风机相电流Ib,4,000,
100100000000011,011308,风机相电流Ic,4,000,
100100000000011,011309,风机运行时间,2,000,
100100000000011,011310,加热器XX工作时间,2,000,
100100000000011,011311,加湿器XX工作时间,2,000,
100100000000011,011312,压缩机XX运行时间,2,000,
100100000000011,011313,进水温度,2,000,
100100000000011,011314,出水温度,1,000,
100100000000011,011315,水阀XX压力,1,000,
100100000000011,011316,水阀XX开度,1,000,
100100000000011,011401,压缩机XX状态,4,000,
100100000000011,011402,工作状态,4,000,
100100000000011,011403,风机状态,4,000,
100100000000011,011404,加热器XX状态,4,000,
100100000000011,011405,加湿器XX状态,4,000,
100100000000011,011406,加湿状态,4,000,
100100000000011,011407,制冷状态,4,000,
100100000000011,011408,除湿状态,4,000,
100100000000011,011001,风机过载告警,2,000,601-011-1-011001
100100000000011,011002,空气流量过低告警,2,000,601-011-1-011002
100100000000011,011003,空气过滤网脏告警,3,000,601-011-1-011003
100100000000011,011004,湿度过高告警,4,000,601-011-1-011004
100100000000011,011005,湿度过低告警,4,000,601-011-1-011005
100100000000011,011006,温度过高告警,2,000,601-011-1-011006
100100000000011,011007,温度过低告警,4,000,601-011-1-011007
100100000000011,011010,压缩机XX高压告警,2,000,601-011-1-011010
100100000000011,011011,压缩机XX低压告警,3,000,601-011-1-011011
100100000000011,011012,压缩机XX短振告警,2,000,601-011-1-011012
100100000000011,011013,压缩机XX过热告警,3,000,601-011-1-011013
100100000000011,011014,压缩机XX过载告警,2,000,601-011-1-011014
100100000000011,011015,压缩机故障告警,2,000,601-011-1-011015
100100000000011,011020,系统告警,3,000,601-011-1-011020
100100000000011,011021,加湿器告警,3,000,601-011-1-011021
100100000000011,011022,加热器告警,3,000,601-011-1-011022
100100000000011,011023,溢水告警,3,000,601-011-1-011023
100100000000011,011024,外接水浸告警,3,000,601-011-1-011024
100100000000011,011025,回风温度过高告警,2,000,601-011-1-011025
100100000000011,011026,主机关机告警,2,000,601-011-1-011026
100100000000011,011027,风机关机告警,2,000,601-011-1-011027
100100000000012,012101,开机,3,000,
100100000000012,012102,关机,2,000,
100100000000012,012103,模式选择,2,000,
100100000000012,012201,温度设定,2,000,
100100000000012,012202,风量设定,4,000,
100100000000012,012301,回风温度,1,000,
100100000000012,012302,回风湿度,3,000,
100100000000012,012303,工作电流,2,000,
100100000000012,012304,压缩机压力,3,000,
100100000000012,012305,风机运行时间,2,000,
100100000000012,012306,进水温度,3,000,
100100000000012,012307,回水温度,3,000,
100100000000012,012308,水压,2,000,
100100000000012,012309,前（后）门外温度,3,000,
100100000000012,012310,前（后）门内温度,3,000,
100100000000012,012311,前（后）门内湿度,3,000,
100100000000012,012312,前（后）门风扇强度,2,000,
100100000000012,012313,水阀XX压力,2,000,
100100000000012,012314,水阀XX开度,2,000,
100100000000012,012401,风机状态,4,000,
100100000000012,012402,加湿状态,4,000,
100100000000012,012403,制冷状态,4,000,
100100000000012,012404,除湿状态,4,000,
100100000000012,012405,工作状态,4,000,
100100000000012,012001,风机过载告警,2,000,601-012-1-012001
100100000000012,012002,空气流量过低告警,2,000,601-012-1-012002
100100000000012,012003,空气过滤网脏告警,4,000,601-012-1-012003
100100000000012,012004,湿度过高告警,4,000,601-012-1-012004
100100000000012,012005,湿度过低告警,4,000,601-012-1-012005
100100000000012,012006,温度过高告警,2,000,601-012-1-012006
100100000000012,012007,温度过低告警,4,000,601-012-1-012007
100100000000012,012010,冷冻水进水温度高告警,3,000,601-012-1-012010
100100000000012,012011,冷冻水进水压力低告警,3,000,601-012-1-012011
100100000000012,012030,系统告警,3,000,601-012-1-012030
100100000000012,012031,加湿罐脏告警,2,000,601-012-1-012031
100100000000012,012032,加热器过热告警,3,000,601-012-1-012032
100100000000012,012033,溢水告警,3,000,601-012-1-012033
100100000000012,012034,外接水浸告警,3,000,601-012-1-012034
100100000000012,012035,回风温度过高告警,2,000,601-012-1-012035
100100000000012,012036,主机关机告警,2,000,601-012-1-012036
100100000000012,012037,风机关机告警,2,000,601-012-1-012037
100100000000013,013101,主机XX开机,4,000,
100100000000013,013102,主机XX关机,3,000,
100100000000013,013103,水泵XX开机,4,000,
100100000000013,013104,水泵XX停机,3,000,
100100000000013,013105,阀门XX开启,4,000,
100100000000013,013106,阀门XX关闭,3,000,
100100000000013,013201,温度设定,3,000,
100100000000013,013202,风量设定,3,000,
100100000000013,013203,主机功率设定,3,000,
100100000000013,013204,水流设定,3,000,
100100000000013,013205,出水温度,4,000,
100100000000013,013206,回水温度,4,000,
100100000000013,013301,回风温度,4,000,
100100000000013,013302,冷却水出水温度,2,000,
100100000000013,013303,冷却水回水温度,3,000,
100100000000013,013304,冷冻水出水温度,2,000,
100100000000013,013305,冷冻水回水温度,2,000,
100100000000013,013306,吸气饱和温度,3,000,
100100000000013,013307,排气气饱和温度,3,000,
100100000000013,013308,负荷量,3,000,
100100000000013,013309,机油压差,3,000,
100100000000013,013310,排气温度,2,000,
100100000000013,013311,吸气压力,3,000,
100100000000013,013312,排气压力,2,000,
100100000000013,013313,冷凝器进水压,2,000,
100100000000013,013314,冷凝器出水压,3,000,
100100000000013,013315,蒸发器进水压,2,000,
100100000000013,013316,蒸发器出水压,2,000,
100100000000013,013317,相电流Ia,3,000,
100100000000013,013318,相电流Ib,3,000,
100100000000013,013319,相电流Ic,3,000,
100100000000013,013320,水泵相电流Ia,3,000,
100100000000013,013321,水泵相电流Ib,3,000,
100100000000013,013322,水泵相电流Ic,3,000,
100100000000013,013323,XX水流量,4,000,
100100000000013,013324,水泵相电压Ua,4,000,
100100000000013,013325,水泵相电压Ub,4,000,
100100000000013,013326,水泵相电压Uc,2,000,
100100000000013,013327,压差显示,2,000,
100100000000013,013328,供水压力,3,000,
100100000000013,013329,回水压力,3,000,
100100000000013,013401,冷却塔XX风机XX运行状态,4,000,
100100000000013,013402,冷却塔XX喷淋泵XX运行状态,4,000,
100100000000013,013403,循环泵XX运行状态,4,000,
100100000000013,013404,开关机状态,4,000,
100100000000013,013001,水流开关故障告警,2,000,601-013-1-013001
100100000000013,013002,高压开关故障告警,2,000,601-013-1-013002
100100000000013,013003,油位开关故障告警,2,000,601-013-1-013003
100100000000013,013004,排气压力过高告警,2,000,601-013-1-013004
100100000000013,013005,蒸发压力过低告警,2,000,601-013-1-013005
100100000000013,013006,排气温度过高告警,2,000,601-013-1-013006
100100000000013,013007,冷却水出水温度过高告警,2,000,601-013-1-013007
100100000000013,013008,冷冻水出水温度过低告警,3,000,601-013-1-013008
100100000000013,013009,油压差过低告警,2,000,601-013-1-013009
100100000000013,013010,油过滤器阻塞告警,3,000,601-013-1-013010
100100000000013,013011,传感器故障告警,4,000,601-013-1-013011
100100000000013,013012,外部联锁故障告警,4,000,601-013-1-013012
100100000000013,013020,压缩机启动失败故障告警,2,000,601-013-1-013020
100100000000013,013021,压缩机内置保护告警,2,000,601-013-1-013021
100100000000013,013022,压缩机电流过高告警,2,000,601-013-1-013022
100100000000013,013023,压缩机电流过低告警,2,000,601-013-1-013023
100100000000013,013024,冷凝器进水压过低告警,3,000,601-013-1-013024
100100000000013,013025,冷凝器出水压过低告警,3,000,601-013-1-013025
100100000000013,013026,蒸发器进水压过低告警,3,000,601-013-1-013026
100100000000013,013027,蒸发器出水压过低告警,3,000,601-013-1-013027
100100000000013,013028,冷凝器进水压过高告警,3,000,601-013-1-013028
100100000000013,013029,冷凝器出水压过高告警,3,000,601-013-1-013029
100100000000013,013030,蒸发器进水压过高告警,3,000,601-013-1-013030
100100000000013,013031,蒸发器出水压过高告警,3,000,601-013-1-013031
100100000000013,013032,冷却塔XX风机XX停机告警,2,000,601-013-1-013032
100100000000013,013033,冷却塔XX喷淋泵XX停机告警,2,000,601-013-1-013033
100100000000013,013034,循环泵XX停机告警,2,000,601-013-1-013034
100100000000013,013035,主机XX关机告警,2,000,601-013-1-013035
100100000000013,013036,水泵XX停机告警,2,000,601-013-1-013036
100100000000013,013037,阀门XX关闭告警,2,000,601-013-1-013037
100100000000014,014301,输入电压,3,000,
100100000000014,014302,输出电压,3,000,
100100000000014,014303,主机温度,4,000,
100100000000014,014304,输出电流,4,000,
100100000000014,014305,模块XX电流,2,000,
100100000000014,014306,模块XX温度,2,000,
100100000000014,014001,输入故障告警,2,000,601-014-1-014001
100100000000014,014002,逆变器故障告警,2,000,601-014-1-014002
100100000000014,014003,旁路故障告警,2,000,601-014-1-014003
100100000000014,014004,输出电压低告警,1,000,601-014-1-014004
100100000000014,014005,输出中断告警,1,000,601-014-1-014005
100100000000014,014006,主机温度过高告警,2,000,601-014-1-014006
100100000000014,014007,模块温度过高告警,2,000,601-014-1-014007
100100000000015,015101,开机,4,000,
100100000000015,015102,关机,4,000,
100100000000015,015103,模式选择,2,000,
100100000000015,015201,温度设定,2,000,
100100000000015,015202,风量设定,2,000,
100100000000015,015203,回风温度,2,000,
100100000000015,015204,工作电流,2,000,
100100000000015,015205,压缩机压力,1,000,
100100000000015,015206,风机电流,1,000,
100100000000015,015207,压缩机电流,1,000,
100100000000015,015401,空调工作状态,4,000,
100100000000015,015402,空调运行模式,4,000,
100100000000015,015403,回风温度,4,000,
100100000000015,015404,工作电流,4,000,
100100000000015,015405,压缩机压力,4,000,
100100000000015,015406,风机电流,4,000,
100100000000015,015407,压缩机电流,4,000,
100100000000015,015001,室内风机过热保护告警,3,000,601-015-1-015001
100100000000015,015010,压缩机停机告警,2,000,601-015-1-015010
100100000000015,015011,压缩机排气温度异常告警,4,000,601-015-1-015011
100100000000015,015012,压缩机高压告警,3,000,601-015-1-015012
100100000000015,015013,压缩机过载告警,2,000,601-015-1-015013
100100000000015,015014,压缩机锁定告警,2,000,601-015-1-015014
100100000000015,015015,压缩机电流异常告警,4,000,601-015-1-015015
100100000000015,015016,压缩机低压告警,2,000,601-015-1-015016
100100000000015,015017,回风温度过高告警,2,000,601-015-1-015017
100100000000015,015018,空调关机告警,2,000,601-015-1-015018
100100000000015,015020,输入电源相位异常告警,3,000,601-015-1-015020
100100000000015,015021,输入电源电压不平衡告警,4,000,601-015-1-015021
100100000000016,016301,XX管烟雾浓度,2,000,
100100000000016,016302,烟感XX气流回流率,3,000,
100100000000016,016303,报警灵敏度,2,000,
100100000000016,016304,动作灵敏度,2,000,
100100000000016,016305,烟感XX灵敏度,2,000,
100100000000016,016401,系统状态,4,000,
100100000000016,016402,动作执行,4,000,
100100000000016,016403,网络状态,4,000,
100100000000016,016404,电源状态,4,000,
100100000000016,016001,主机系统故障告警,2,000,601-016-1-016001
100100000000016,016002,主机区域故障告警,3,000,601-016-1-016002
100100000000016,016003,主机紧急故障告警,2,000,601-016-1-016003
100100000000016,016004,主机电源故障告警,3,000,601-016-1-016004
100100000000016,016005,主机网络故障告警,3,000,601-016-1-016005
100100000000016,016006,主机气流故障告警,3,000,601-016-1-016006
100100000000016,016007,主机隔离状态告警,3,000,601-016-1-016007
100100000000016,016008,主机过滤器故障告警,2,000,601-016-1-016008
100100000000016,016010,四级火警告警,1,000,601-016-1-016010
100100000000016,016011,三级火警告警,1,000,601-016-1-016011
100100000000016,016012,二级火警告警,2,000,601-016-1-016012
100100000000016,016013,一级火警告警,3,000,601-016-1-016013
100100000000016,016014,区域XX火警告警,2,000,601-016-1-016014
100100000000018,018101,蜂鸣器开关,3,000,
100100000000018,018102,存储记录开关,2,000,
100100000000018,018103,直流检测开关,3,000,
100100000000018,018104,交流检测开关,3,000,
100100000000018,018105,门磁检测开关,2,000,
100100000000018,018106,系统格式化,3,000,
100100000000018,018107,设备重启,3,000,
100100000000018,018108,强开排氢,3,000,
100100000000018,018201,柜内温度设置,2,000,
100100000000018,018202,系统时间设置,2,000,
100100000000018,018301,设备系统时间,2,000,
100100000000018,018302,当前柜内温度,2,000,
100100000000018,018303,当前柜外温度,2,000,
100100000000018,018304,盘管温度,2,000,
100100000000018,018305,压缩机温度,2,000,
100100000000018,018306,直流电压,2,000,
100100000000018,018307,交流电压,4,000,
100100000000018,018308,空调数量,3,000,
100100000000018,018309,站内空调运行时长,4,000,
100100000000018,018310,电柜空调运行时长,3,000,
100100000000018,018311,柜内高温告警温度,4,000,
100100000000018,018312,柜内低温告警温度,3,000,
100100000000018,018313,电柜空调开启温度,3,000,
100100000000018,018314,电柜空调关闭温度,3,000,
100100000000018,018315,电柜制热关闭温度,3,000,
100100000000018,018316,电柜制热开启温度,3,000,
100100000000018,018317,电柜空调关闭延时,4,000,
100100000000018,018318,电柜空调开启延时,4,000,
100100000000018,018319,排氢周期,4,000,
100100000000018,018320,单次排氢时长,2,000,
100100000000018,018321,内循环风机启动间隔,3,000,
100100000000018,018322,内循环风机单次运行时长,2,000,
100100000000018,018323,直流电压上限,2,000,
100100000000018,018324,直流电压下限,3,000,
100100000000018,018325,交流电压上限,3,000,
100100000000018,018326,交流电压下限,3,000,
100100000000018,018327,排氢时刻,3,000,
100100000000018,018328,强排温度,2,000,
100100000000018,018329,强排温差,3,000,
100100000000018,018330,开关量上传选择,2,000,
100100000000018,018331,强制排氢功能开关,2,000,
100100000000018,018332,设定温度,3,000,
100100000000018,018333,空调运行时长,2,000,
100100000000018,018401,运行状态,4,000,
100100000000018,018402,空调XX状态,4,000,
100100000000018,018403,开关状态,4,000,
100100000000018,018001,内外温异常,3,000,601-018-1-018001
100100000000018,018002,柜内温度高告警,2,000,601-018-1-018002
100100000000018,018003,柜内温度低告警,3,000,601-018-1-018003
100100000000018,018004,柜门打开告警,3,000,601-018-1-018004
100100000000018,018005,直流过压告警,3,000,601-018-1-018005
100100000000018,018006,直流欠压告警,2,000,601-018-1-018006
100100000000018,018007,交流过压告警,3,000,601-018-1-018007
100100000000018,018008,交流欠压告警,3,000,601-018-1-018008
100100000000018,018009,结霜告警,3,000,601-018-1-018009
100100000000018,018010,冷媒不足告警,2,000,601-018-1-018010
100100000000018,018011,交流停电告警,2,000,601-018-1-018011
100100000000018,018012,设备故障,2,000,601-018-1-018012
100100000000018,018013,传感器故障,2,000,601-018-1-018013
100100000000018,018014,制冷系统压力过高告警,3,000,601-018-1-018014
100100000000018,018015,制冷系统压力过低告警,3,000,601-018-1-018015
100100000000018,018016,过流告警,3,000,601-018-1-018016
100100000000068,068101,遥控电池组充电,3,000,
100100000000068,068102,遥控电池组放电,3,000,
100100000000068,068103,遥控限流充电方式,3,000,
100100000000068,068201,单体电压上限设定值,3,000,
100100000000068,068202,单体电压下限设定值,4,000,
100100000000068,068203,温度上限告警设定值,4,000,
100100000000068,068204,温度下限告警设定值,4,000,
100100000000068,068205,充电电流上限设定值,2,000,
100100000000068,068206,总电压上限设定值,2,000,
100100000000068,068207,总电压下限设定值,3,000,
100100000000068,068208,电池组充电系数设定值,3,000,
100100000000068,068301,电池组XX总电压,3,000,
100100000000068,068302,电池组总电流,2,000,
100100000000068,068303,电池组XX电流,4,000,
100100000000068,068304,电池组后备时间,2,000,
100100000000068,068305,电池组剩余容量,3,000,
100100000000068,068306,电池组XX容量,3,000,
100100000000068,068307,电池组额定容量,4,000,
100100000000068,068308,电池剩余容量百分比SOC,4,000,
100100000000068,068309,电池组健康度SOH,2,000,
100100000000068,068310,环境温度,2,000,
100100000000068,068311,环境湿度,4,000,
100100000000068,068312,PCB温度,4,000,
100100000000068,068313,电池组XX单体XX电压,2,000,
100100000000068,068314,电池组XX单体XX内阻,2,000,
100100000000068,068315,电池组XX单体XX电导,2,000,
100100000000068,068316,电池组XX温度,2,000,
100100000000068,068317,电池组XX单体XX温度,2,000,
100100000000068,068401,电池组XX工作状态,4,000,
100100000000068,068001,电池温度高告警,3,000,601-068-1-068001
100100000000068,068002,电池温度低告警,3,000,601-068-1-068002
100100000000068,068003,电池组XX单体XX电压过高告警,3,000,601-068-1-068003
100100000000068,068004,电池组XX单体XX电压过低告警,2,000,601-068-1-068004
100100000000068,068005,电池组XX单体XX电压过高保护告警,2,000,601-068-1-068005
100100000000068,068006,电池组XX单体XX电压过低保护告警,2,000,601-068-1-068006
100100000000068,068007,电池组总电压过高告警,2,000,601-068-1-068007
100100000000068,068008,电池组总电压过低告警,1,000,601-068-1-068008
100100000000068,068009,单体电池均充电压设置过高告警,4,000,601-068-1-068009
100100000000068,068010,单体电池均充电压设置过低告警,4,000,601-068-1-068010
100100000000068,068011,单体电池浮充电压设置过高告警,4,000,601-068-1-068011
100100000000068,068012,单体电池浮充电压设置过低告警,4,000,601-068-1-068012
100100000000068,068013,电池组一次下电前告警,2,000,601-068-1-068013
100100000000068,068014,电池组第一级切断告警,1,000,601-068-1-068014
100100000000068,068015,电池组放电终止告警,1,000,601-068-1-068015
100100000000068,068016,电池组XX单体XX温度过高告警,3,000,601-068-1-068016
202400501,076101,FSU复位,1,000,
202400501,076301,FSU硬盘占用率,1,000,
202400501,076302,内存占用率,2,000,
202400501,076303,CPU使用率,1,000,
202400501,076001,智能设备采集器通信状态告警,2,000,601-076-1-076001
202400501,076002,非智能设备采集器通信状态告警,2,000,601-076-1-076002
202400501,076003,一体化设备采集器通信状态告警,2,000,601-076-1-076003
202400501,076004,电池设备采集器通信状态告警,2,000,601-076-1-076004
202400501,076010,FSU通信中断,2,000,601-076-1-076010
202400501,076011,LSC不可用告警,1,000,601-076-1-076011
202400501,076012,CSC不可用告警,1,000,601-076-1-076012
202400501,076013,LSC通信前置机通信状态异常告警,2,000,601-076-1-076013
202400501,076014,LSC数据服务通信状态异常告警,2,000,601-076-1-076014
202400501,076015,CSC通信前置机通信状态异常告警,2,000,601-076-1-076015
202400501,076016,CSC数据服务通信状态异常告警,2,000,601-076-1-076016
202400501,076017,FSU复位失败告警,2,000,601-076-1-076017
202400501,076018,FSU硬盘占用率过高告警,2,000,601-076-1-076018
202400501,076019,内存占用率过高告警,2,000,601-076-1-076019
202400501,076020,FSU-CPU使用率过高告警,2,000,601-076-1-076020
202400501,076501,开关电源通信状态告警,2,000,601-076-1-076501
202400501,076502,变压器通信状态告警,3,000,601-076-1-076502
202400501,076503,高压直流电源通信状态告警,2,000,601-076-1-076503
202400501,076504,机房专用空调通信状态告警,3,000,601-076-1-076504
202400501,076505,普通空调通信状态告警,3,000,601-076-1-076505
202400501,076506,智能通风换热通信状态告警,3,000,601-076-1-076506
202400501,076507,UPS设备通信状态告警,2,000,601-076-1-076507
202400501,076508,发电机组通信状态告警,3,000,601-076-1-076508
202400501,076509,智能电表通信状态告警,2,000,601-076-1-076509
202400501,076510,中央空调主机通信状态告警,3,000,601-076-1-076510
202400501,076511,中央空调末端通信状态告警,3,000,601-076-1-076511
202400501,076512,DC/DC设备通信状态告警,2,000,601-076-1-076512
202400501,076513,逆变器通信状态告警,2,000,601-076-1-076513
202400501,076514,锂电池通信状态告警,2,000,601-076-1-076514
202400501,076515,电池恒温箱通信状态告警,3,000,601-076-1-076515
202400501,076516,风光设备通信状态告警,2,000,601-076-1-076516
202400501,076517,直流远供通信状态告警,2,000,601-076-1-076517
202400501,076518,智能门禁通信状态告警,3,000,601-076-1-076518
100100000000077,077101,是否开启风堵检测,2,000,
100100000000077,077102,是否开启风门检测,2,000,
100100000000077,077103,节能控制状态,2,000,
100100000000077,077104,空调XX开关控制,2,000,
100100000000077,077105,除尘器开关控制,3,000,
100100000000077,077106,重启节能设备,2,000,
100100000000077,077107,时钟同步,3,000,
100100000000077,077201,设置节能参数,2,000,
100100000000077,077301,设备系统时间,2,000,
100100000000077,077302,直流电压,2,000,
100100000000077,077303,室内温度,4,000,
100100000000077,077304,室内湿度,1,000,
100100000000077,077305,室外温度,3,000,
100100000000077,077306,室外湿度,2,000,
100100000000077,077307,交流电压,3,000,
100100000000077,077308,节能隔日天数,2,000,
100100000000077,077309,节能设备运行时长,3,000,
100100000000077,077310,空调XX运行时长,3,000,
100100000000077,077311,节能参数,2,000,
100100000000077,077401,节能状态,4,000,
100100000000077,077402,空调XX开关状态,4,000,
100100000000077,077403,出风机状态,4,000,
100100000000077,077404,进风机状态,4,000,
100100000000077,077405,节能风机开关,4,000,
100100000000077,077001,停电告警,3,000,601-077-1-077001
100100000000077,077002,直流低电压告警,3,000,601-077-1-077002
100100000000077,077003,室内传感器故障告警,4,000,601-077-1-077003
100100000000077,077004,室外传感器故障告警,4,000,601-077-1-077004
100100000000077,077005,进风风机故障告警,3,000,601-077-1-077005
100100000000077,077006,出风风机故障告警,3,000,601-077-1-077006
100100000000077,077007,风门卡滞告警,3,000,601-077-1-077007
100100000000077,077008,过滤器脏堵告警,3,000,601-077-1-077008
100100000000077,077009,风机关闭告警,3,000,601-077-1-077009
100100000000077,077010,室内温度高告警,3,000,601-077-1-077010
100100000000077,077011,室外温度高告警,3,000,601-077-1-077011
100100000000078,078101,模块XX开机,2,000,
100100000000078,078102,模块XX关机,2,000,
100100000000078,078103,电池管理,2,000,
